emoji_1,emoji_2,emoji_3,emoji_4,emoji_5,emoji_6,emoji_7,emoji_8,emoji_9,emoji_10,emoji_11,emoji_12,emoji_13,label
34,172,16,106,179,212,26,198,34,16,76,106,117,1
106,16,179,34,198,58,26,127,106,33,117,16,34,1
26,179,59,34,106,181,16,198,16,34,153,117,106,0
16,135,106,10,26,179,34,198,16,106,34,117,175,1
198,128,179,34,16,38,26,106,20,106,16,34,117,0
34,198,106,16,26,183,91,179,117,32,106,16,34,1
34,106,16,198,146,10,26,179,48,117,16,34,106,0
16,36,34,106,26,198,148,179,106,34,16,117,206,0
106,179,57,16,26,77,34,198,117,106,16,34,19,0
198,100,106,179,99,16,34,26,106,159,117,16,34,0
138,128,198,34,179,106,26,16,117,16,207,34,106,0
179,106,198,145,16,34,153,26,117,16,106,34,40,0
16,111,8,106,179,26,34,198,34,106,16,117,45,0
78,34,106,192,179,16,198,26,106,16,34,7,117,1
198,173,179,34,106,26,186,16,16,106,117,207,34,0
16,126,198,168,26,34,106,179,34,75,106,16,117,1
179,180,106,34,198,26,49,16,34,16,106,12,117,1
87,26,106,34,16,179,8,198,117,106,34,16,105,1
26,198,179,16,41,13,106,34,117,9,16,106,34,0
106,179,206,35,26,34,16,198,117,76,34,106,16,1
179,26,63,34,184,198,106,16,34,106,66,117,16,0
34,30,26,179,78,16,198,106,106,117,16,194,34,1
34,179,172,7,16,26,198,106,34,106,134,117,16,1
179,26,106,16,144,178,198,34,78,34,16,117,106,0
16,179,106,34,204,198,26,44,16,106,62,117,34,1
179,198,34,16,106,50,212,26,16,106,40,117,34,1
179,16,39,198,26,182,106,34,34,106,117,7,16,0
115,16,198,34,179,106,26,8,34,188,16,117,106,0
198,26,34,154,16,179,106,86,16,34,117,66,106,0
34,1,198,179,16,30,26,106,106,150,117,16,34,0
26,198,106,34,47,80,16,179,117,34,16,106,5,0
106,179,26,127,16,43,34,198,34,117,16,106,33,0
89,179,34,16,26,198,106,171,117,16,34,212,106,0
106,26,175,34,198,16,82,179,199,106,117,16,34,1
179,198,26,99,55,34,106,16,34,16,167,117,106,1
198,34,179,43,106,200,16,26,34,106,36,117,16,0
179,21,187,106,26,34,198,16,117,106,34,92,16,0
16,179,149,26,39,198,106,34,16,7,117,106,34,1
19,198,16,106,179,148,34,26,117,106,34,92,16,0
106,198,34,26,129,66,179,16,19,106,117,34,16,1
34,106,16,26,206,198,179,44,16,34,124,117,106,1
186,16,26,198,34,179,113,106,106,16,117,58,34,0
186,16,198,179,106,26,34,166,117,83,106,16,34,0
16,87,34,179,26,92,198,106,106,16,34,117,75,1
198,16,106,34,26,8,179,4,118,34,117,106,16,0
34,195,16,198,138,106,26,179,117,195,16,106,34,0
26,198,139,106,34,16,213,179,213,117,16,106,34,0
5,16,34,26,198,65,106,179,117,34,106,167,16,0
34,16,106,17,73,179,26,198,199,106,16,34,117,1
16,26,106,34,32,184,179,198,181,34,16,106,117,1
198,106,197,26,179,16,34,131,34,117,33,106,16,1
198,76,34,26,141,179,106,16,77,106,117,16,34,0
34,93,106,26,179,198,105,16,117,34,16,106,181,1
34,198,179,106,60,26,16,5,34,106,53,117,16,1
106,198,207,176,16,34,26,179,167,106,34,16,117,1
102,106,198,100,179,26,16,34,106,34,117,16,212,0
26,106,34,198,150,16,115,179,104,34,117,106,16,1
179,198,26,34,32,120,16,106,55,106,117,34,16,0
13,34,26,179,153,16,198,106,117,16,34,33,106,0
16,141,106,34,179,26,159,198,34,117,106,16,186,0
198,33,29,179,26,34,106,16,181,16,34,106,117,1
142,26,179,16,198,34,199,106,117,16,34,106,9,0
179,106,34,26,30,16,198,183,16,34,55,106,117,0
47,16,179,198,26,34,106,92,150,34,117,16,106,1
93,36,106,198,16,34,26,179,106,117,16,34,20,1
106,194,108,198,26,34,16,179,34,122,106,117,16,0
198,179,19,140,34,16,106,26,117,51,34,106,16,1
179,26,106,34,183,198,70,16,106,16,117,34,104,1
16,179,159,127,198,34,106,26,16,34,63,106,117,0
16,198,179,34,26,106,201,145,117,106,16,34,195,0
179,26,198,156,65,16,106,34,16,117,34,106,78,1
34,26,15,118,16,179,106,198,16,106,34,118,117,0
179,74,34,51,16,198,26,106,34,117,195,16,106,0
26,179,34,204,16,192,198,106,16,34,103,106,117,0
179,191,16,100,106,198,34,26,106,117,34,16,134,0
179,189,26,107,34,16,198,106,106,34,117,118,16,1
179,26,106,16,102,34,194,198,106,103,34,117,16,0
16,106,198,94,91,34,26,179,34,41,106,16,117,1
16,34,178,106,198,42,179,26,34,16,117,17,106,1
16,26,175,34,198,179,155,106,34,16,106,117,89,1
198,34,184,106,179,16,26,77,16,106,34,117,212,0
16,198,134,26,106,34,87,179,34,117,206,106,16,0
26,198,179,16,134,34,106,142,117,34,106,16,183,0
34,106,26,198,188,179,16,146,16,117,34,187,106,0
106,179,16,34,198,135,26,89,117,16,189,34,106,0
26,145,34,183,179,198,106,16,34,106,124,117,16,1
53,34,203,106,26,16,198,179,117,16,34,167,106,0
106,34,26,16,184,198,179,204,16,118,106,117,34,0
36,26,44,16,34,198,179,106,16,118,106,34,117,1
116,16,179,198,26,106,128,34,117,34,124,106,16,0
16,26,18,106,34,179,198,196,106,16,34,7,117,0
179,134,107,26,16,198,34,106,34,16,117,106,75,1
24,179,128,16,26,106,34,198,34,117,16,106,201,0
26,34,7,198,157,106,16,179,34,16,206,117,106,0
110,106,198,34,179,26,16,76,117,8,106,34,16,1
26,52,179,58,16,34,106,198,106,16,117,103,34,1
198,34,67,179,16,26,107,106,16,117,106,159,34,1
153,16,34,106,129,26,198,179,106,16,117,178,34,0
106,198,16,179,26,34,81,204,117,16,34,75,106,1
75,179,107,106,198,26,34,16,106,16,10,117,34,0
179,198,212,26,106,34,16,97,34,106,117,16,48,0
26,16,179,159,190,198,34,106,33,117,16,106,34,0
16,26,198,146,34,9,106,179,117,34,16,189,106,0
106,81,34,16,179,26,198,188,180,16,34,117,106,0
106,26,160,198,34,179,128,16,106,117,77,16,34,1
26,16,34,198,39,183,179,106,34,106,16,33,117,1
34,209,26,179,25,106,16,198,117,94,106,34,16,0
179,26,106,16,195,198,147,34,16,56,34,106,117,1
179,2,16,106,89,26,34,198,34,106,62,16,117,1
34,198,179,106,16,23,26,104,106,117,16,83,34,0
198,16,109,106,179,26,207,34,106,34,134,117,16,1
149,106,179,28,198,26,34,16,106,117,19,16,34,1
16,106,198,26,17,34,111,179,106,34,67,16,117,1
34,16,106,26,198,179,108,180,106,206,34,16,117,0
198,26,16,18,106,34,200,179,117,16,106,34,12,0
56,16,26,179,60,106,198,34,34,117,106,180,16,0
99,26,34,16,106,103,198,179,117,16,34,106,33,0
34,16,158,26,198,106,40,179,117,16,34,106,92,0
198,26,106,16,201,49,34,179,34,16,106,117,189,0
106,183,16,179,26,42,34,198,106,16,34,168,117,1
204,198,106,176,34,16,179,26,106,117,188,16,34,0
26,198,106,34,137,16,77,179,16,150,34,106,117,0
26,183,179,106,16,137,198,34,117,16,128,106,34,1
179,26,43,16,139,106,34,198,37,106,16,34,117,1
106,26,179,34,25,16,14,198,117,106,16,34,159,0
177,124,198,106,34,16,26,179,117,83,16,106,34,1
12,131,198,179,106,16,26,34,183,117,34,106,16,0
51,198,179,34,16,106,26,11,106,34,16,117,72,0
106,153,166,16,26,179,198,34,117,34,41,16,106,1
198,26,145,106,179,16,34,55,34,117,178,106,16,1
106,34,26,198,161,16,104,179,8,106,34,117,16,0
16,198,26,44,72,106,34,179,34,106,117,41,16,1
34,179,28,26,106,45,198,16,16,117,34,106,92,0
26,34,198,16,179,106,150,87,117,10,34,16,106,0
34,26,187,116,179,16,106,198,117,106,16,5,34,1
179,198,26,16,200,106,34,189,34,106,150,117,16,1
26,16,198,45,179,106,4,34,16,106,36,117,34,0
34,106,122,179,198,16,26,162,16,106,117,34,125,1
9,16,34,106,198,179,26,157,16,117,207,34,106,0
26,23,136,198,16,106,179,34,36,106,34,16,117,0
23,34,198,16,180,179,106,26,106,18,34,117,16,1
198,28,26,16,179,106,34,207,117,34,106,83,16,1
182,34,179,26,16,198,23,106,117,16,106,34,41,1
106,26,198,213,151,16,34,179,134,34,106,117,16,1
179,198,16,110,34,106,26,20,187,16,117,106,34,0
198,145,179,106,34,26,32,16,156,117,106,16,34,0
164,26,34,179,198,106,16,78,16,117,212,106,34,1
16,198,34,179,186,26,106,116,106,34,16,56,117,1
16,179,58,174,26,106,198,34,106,58,117,16,34,0
34,106,179,16,24,198,122,26,48,16,34,117,106,0
26,34,16,106,15,198,179,133,180,34,16,106,117,0
198,179,34,26,211,207,16,106,37,106,34,117,16,1
16,179,198,26,51,113,34,106,34,117,153,16,106,0
172,34,16,106,26,8,179,198,117,182,34,16,106,1
106,26,34,116,179,198,66,16,106,25,16,117,34,1
34,16,26,106,190,78,198,179,117,106,34,10,16,0
106,170,198,16,179,124,26,34,34,106,117,197,16,0
26,179,34,16,106,185,198,57,185,34,16,117,106,0
34,26,106,179,198,209,16,94,106,117,34,16,7,0
16,106,26,198,34,179,21,133,124,16,34,117,106,0
106,172,26,16,179,198,34,17,178,106,117,16,34,0
119,33,198,34,106,26,16,179,34,106,16,136,117,1
16,94,34,198,106,138,179,26,34,117,106,105,16,1
126,179,26,198,16,63,34,106,16,201,117,34,106,0
34,106,16,179,198,130,195,26,16,34,106,117,178,1
207,26,106,142,34,16,198,179,106,16,34,117,103,1
16,26,198,98,179,66,106,34,34,104,106,16,117,1
67,106,131,26,179,34,198,16,16,106,197,34,117,0
100,198,26,34,179,2,16,106,106,16,34,117,124,0
26,16,106,179,115,114,34,198,106,117,16,34,181,1
16,26,106,179,184,152,34,198,106,34,16,185,117,0
187,106,179,34,26,16,198,112,16,78,106,117,34,1
16,8,106,26,34,87,179,198,101,117,106,16,34,0
178,35,16,26,198,34,179,106,106,181,117,16,34,1
26,16,106,155,66,198,179,34,106,124,16,34,117,0
34,106,26,84,179,156,16,198,128,34,16,117,106,1
26,34,200,16,106,53,179,198,195,106,16,117,34,0
34,198,26,179,199,116,106,16,117,106,16,34,212,0
0,198,106,34,179,175,16,26,106,117,1,16,34,1
26,106,22,199,34,16,179,198,16,106,77,117,34,0
106,75,26,16,179,198,34,64,34,16,106,117,136,0
34,179,98,114,198,106,26,16,16,40,117,106,34,1
198,41,106,34,96,179,16,26,117,16,106,34,33,0
42,179,26,198,76,34,16,106,117,16,34,100,106,1
16,198,143,106,105,179,34,26,18,16,117,106,34,0
26,199,198,179,106,16,23,34,117,195,34,16,106,0
79,34,106,181,198,179,16,26,16,117,62,34,106,0
198,34,85,179,186,16,26,106,117,77,16,106,34,0
111,106,179,16,198,34,26,66,34,16,117,106,194,1
33,106,26,44,198,179,34,16,16,34,106,117,78,0
106,53,26,198,127,179,16,34,34,16,117,106,33,0
179,16,198,26,106,206,34,57,40,106,34,117,16,1
78,106,26,34,97,179,16,198,16,106,34,213,117,0
106,10,179,16,120,34,26,198,34,106,117,197,16,0
97,106,26,16,179,198,51,34,34,106,19,117,16,0
108,106,179,75,16,34,198,26,106,117,48,16,34,0
106,16,198,78,179,34,26,155,106,34,117,183,16,0
34,132,16,106,179,198,26,51,117,58,34,106,16,0
106,34,198,26,141,179,92,16,106,117,16,114,34,1
34,106,43,108,16,198,179,26,106,117,7,34,16,0
195,16,38,179,106,34,26,198,124,34,16,106,117,1
16,148,179,26,34,153,198,106,117,104,16,34,106,1
34,210,16,26,198,179,106,159,34,117,66,16,106,0
198,106,137,195,16,34,26,179,34,106,89,16,117,1
106,16,179,175,198,34,26,65,34,16,117,106,51,1
12,21,16,26,198,179,34,106,34,117,58,16,106,1
106,16,179,193,198,34,26,86,117,106,34,16,41,1
26,179,198,114,110,34,16,106,105,34,106,117,16,1
179,11,34,16,26,106,198,41,34,117,16,106,17,0
97,16,26,34,106,198,179,7,159,106,34,117,16,1
140,106,198,26,16,179,34,33,75,16,106,34,117,1
16,179,198,34,145,106,26,7,106,117,16,34,180,1
198,16,179,32,111,26,106,34,16,117,106,34,134,0
198,178,179,106,26,22,34,16,34,16,10,106,117,0
198,16,114,34,26,179,106,109,16,34,208,117,106,1
101,198,34,179,16,26,130,106,16,34,106,80,117,1
179,198,34,106,188,16,129,26,16,34,106,117,80,1
16,198,26,34,40,106,179,97,66,34,117,106,16,0
26,16,183,179,34,158,198,106,34,16,106,41,117,1
16,26,106,34,198,97,195,179,34,117,16,106,58,1
125,26,179,160,16,106,198,34,16,149,34,106,117,0
68,26,34,179,134,16,106,198,34,117,20,106,16,0
179,26,34,128,16,85,198,106,34,56,106,16,117,1
106,198,179,34,16,30,26,9,195,106,117,34,16,0
106,179,32,34,16,203,26,198,201,106,16,117,34,0
198,26,179,106,10,98,34,16,16,34,117,106,75,1
16,198,179,206,106,34,26,87,34,106,117,193,16,1
166,16,159,198,26,34,106,179,34,48,117,106,16,0
108,198,181,179,106,34,26,16,117,106,25,34,16,0
74,16,26,1,106,179,198,34,16,34,104,117,106,0
198,203,77,16,34,179,26,106,34,106,117,16,183,0
183,179,106,34,129,26,16,198,117,34,106,16,17,1
198,204,179,34,95,26,16,106,34,183,106,117,16,0
175,179,172,16,106,198,34,26,193,117,106,16,34,1
26,198,16,106,34,54,179,185,16,106,34,117,55,0
26,198,38,106,16,179,34,76,117,34,204,106,16,0
63,179,106,26,147,16,198,34,16,41,117,106,34,1
16,34,179,106,17,26,198,91,104,117,16,106,34,1
43,34,68,106,198,179,26,16,117,16,34,106,206,0
26,183,179,106,34,14,198,16,63,16,106,117,34,1
34,179,16,198,106,172,26,58,34,16,117,106,92,0
179,34,106,182,123,16,198,26,117,34,16,156,106,0
16,34,179,73,56,106,26,198,117,100,106,34,16,1
179,72,34,198,69,16,106,26,106,117,34,66,16,0
198,16,26,106,34,46,179,94,106,117,16,18,34,1
23,198,26,16,106,34,78,179,106,34,67,16,117,1
106,56,16,179,26,198,34,116,106,34,16,77,117,0
179,16,150,73,26,106,34,198,117,33,106,34,16,0
106,171,41,34,26,16,179,198,34,16,122,117,106,0
26,204,198,139,34,179,106,16,34,43,117,106,16,1
197,106,26,198,34,46,16,179,34,117,106,83,16,1
16,26,198,106,3,34,194,179,34,16,117,106,5,0
106,16,113,26,34,37,179,198,16,106,34,168,117,0
34,198,7,4,106,16,26,179,117,34,16,212,106,1
198,34,16,135,26,179,51,106,34,106,183,117,16,0
16,179,34,198,26,212,14,106,34,117,188,106,16,1
26,16,34,179,100,106,143,198,34,63,117,16,106,0
179,198,80,106,16,26,34,15,16,106,117,53,34,1
198,34,28,26,106,179,63,16,34,136,16,106,117,1
198,106,178,16,179,26,34,164,34,194,117,16,106,1
179,16,106,198,34,208,47,26,206,34,117,106,16,0
106,34,210,26,198,89,179,16,16,106,117,34,194,0
106,198,16,26,34,92,64,179,106,34,16,25,117,1
179,106,34,16,171,198,26,55,16,62,117,106,34,1
106,34,140,16,198,179,26,10,117,100,16,106,34,1
198,106,16,114,179,160,34,26,10,16,106,117,34,0
62,26,179,34,98,106,198,16,106,117,16,12,34,0
106,26,168,198,34,16,179,173,34,175,106,16,117,0
26,16,184,179,34,175,106,198,16,106,117,100,34,1
207,26,106,179,16,34,98,198,117,16,6,34,106,1
106,34,179,198,26,147,16,32,117,16,34,106,207,0
34,131,198,26,179,106,62,16,117,106,16,45,34,0
16,198,88,133,26,34,106,179,16,34,117,45,106,0
145,106,26,16,34,195,179,198,75,117,106,34,16,1
26,16,106,2,179,34,198,18,34,16,106,105,117,1
179,34,108,106,16,198,33,26,34,53,106,117,16,1
26,34,8,88,179,198,106,16,16,51,117,34,106,1
186,198,16,26,179,106,93,34,106,34,16,117,72,1
101,198,16,179,113,34,106,26,19,34,117,16,106,0
26,198,179,172,136,34,16,106,106,185,117,16,34,0
16,179,26,162,106,34,114,198,34,20,106,16,117,0
16,179,198,26,34,66,106,147,16,117,34,106,199,1
198,179,66,26,106,34,59,16,41,16,34,106,117,1
198,6,127,26,34,106,179,16,16,34,117,17,106,1
179,34,16,198,156,82,106,26,117,16,34,106,18,1
26,34,16,129,75,106,179,198,41,16,34,117,106,0
179,34,72,106,198,26,16,155,16,106,34,207,117,0
198,53,34,26,179,106,39,16,106,83,16,34,117,0
179,106,16,198,37,34,26,163,117,16,34,56,106,1
181,16,22,198,26,106,179,34,117,106,16,188,34,0
209,16,179,106,34,26,10,198,16,34,106,117,76,1
106,179,16,110,1,26,34,198,183,16,106,34,117,0
198,179,26,16,61,34,154,106,16,106,183,34,117,0
34,198,16,148,26,128,179,106,106,117,16,19,34,0
145,198,18,179,34,106,16,26,34,16,117,9,106,0
198,106,135,26,179,16,34,186,117,106,16,63,34,0
198,195,179,34,106,97,16,26,208,16,117,106,34,1
149,34,26,198,106,179,16,87,16,186,106,34,117,1
16,106,139,179,198,26,34,9,41,34,16,117,106,1
136,16,198,179,123,106,34,26,212,16,117,106,34,0
26,34,16,189,71,198,179,106,16,17,34,117,106,1
208,179,16,42,106,34,26,198,156,16,117,34,106,0
16,186,179,147,198,106,34,26,117,106,16,34,167,0
26,179,192,55,198,106,16,34,83,117,34,106,16,1
106,179,33,198,34,26,16,42,106,117,133,16,34,1
26,106,198,16,179,34,32,164,16,117,183,106,34,0
26,140,106,34,179,198,58,16,106,168,16,34,117,1
34,198,78,130,106,179,26,16,16,34,77,106,117,1
26,30,16,198,106,34,179,181,201,34,106,16,117,0
26,16,198,106,34,140,179,182,117,34,16,188,106,0
106,198,34,179,165,16,48,26,16,34,72,106,117,1
106,130,34,16,19,26,198,179,16,100,106,34,117,1
26,179,174,198,34,106,16,45,16,34,106,117,185,0
106,34,179,198,16,181,26,11,117,16,106,34,213,0
106,176,16,5,198,26,34,179,117,106,16,51,34,1
106,34,16,27,56,26,179,198,16,63,34,117,106,0
198,106,26,40,179,34,74,16,106,103,117,16,34,1
179,13,26,16,198,34,168,106,117,213,16,106,34,0
18,106,26,16,34,198,179,102,34,117,16,212,106,0
179,106,26,16,184,198,34,40,34,185,117,106,16,0
16,198,34,179,11,26,75,106,34,106,117,16,150,0
124,16,198,26,179,34,74,106,106,16,55,117,34,0
34,26,179,191,94,106,16,198,43,117,106,34,16,1
26,16,198,18,106,34,179,88,16,117,106,178,34,0
179,26,106,42,198,75,34,16,16,106,34,117,25,0
70,26,106,198,34,16,179,124,117,183,106,16,34,0
106,198,179,34,16,4,19,26,16,106,117,34,104,1
16,26,12,198,106,147,179,34,117,16,106,34,124,0
34,179,27,106,26,198,62,16,117,106,34,16,40,0
106,101,179,26,34,111,16,198,106,34,117,16,105,1
179,34,26,1,106,16,119,198,34,106,16,76,117,0
26,16,87,34,106,179,198,213,34,106,16,33,117,1
26,83,112,16,106,179,198,34,117,16,124,106,34,0
26,106,198,179,34,16,52,185,34,106,78,117,16,0
160,106,179,26,1,198,16,34,117,106,16,133,34,0
198,106,160,26,33,16,34,179,34,117,106,9,16,1
16,35,179,45,26,106,198,34,106,34,33,117,16,1
198,179,40,34,16,26,106,116,51,106,117,34,16,1
106,26,93,16,179,34,198,197,106,117,89,16,34,1
106,26,34,179,198,77,16,116,117,80,34,16,106,0
106,179,115,26,34,45,198,16,16,106,117,34,118,1
179,112,106,34,16,26,159,198,37,106,34,16,117,0
62,143,16,26,179,106,34,198,194,34,117,16,106,0
16,198,33,34,52,179,106,26,117,34,16,134,106,0
105,26,106,139,198,16,34,179,106,34,16,180,117,0
26,179,152,34,106,16,164,198,194,106,16,117,34,1
198,26,66,106,16,34,209,179,117,106,16,122,34,0
16,106,26,172,136,34,198,179,133,34,16,106,117,0
34,26,189,16,64,198,106,179,117,16,34,168,106,1
198,134,26,16,34,42,179,106,106,159,16,34,117,1
34,198,16,98,179,26,188,106,16,117,101,34,106,1
198,34,106,179,183,26,16,148,106,25,34,117,16,1
34,16,106,26,95,179,198,185,16,117,204,106,34,1
26,179,106,16,34,109,198,80,10,34,16,117,106,0
204,123,198,106,34,16,26,179,106,117,7,16,34,0
198,15,179,105,26,106,34,16,34,16,106,117,63,0
16,198,106,43,71,179,34,26,34,106,16,77,117,0
16,34,26,106,198,0,179,40,106,34,195,117,16,0
26,106,34,16,198,195,179,140,34,117,106,16,125,1
26,198,164,34,106,149,179,16,94,16,34,106,117,1
170,26,55,106,198,34,16,179,16,117,17,34,106,1
146,1,179,16,106,26,34,198,34,117,106,37,16,0
106,16,142,198,179,26,34,187,16,117,34,106,100,1
106,16,34,19,198,179,102,26,16,34,117,106,56,1
26,34,188,179,106,198,16,46,106,16,34,117,118,0
34,16,102,26,179,198,106,199,117,106,16,34,185,0
16,160,150,26,198,34,179,106,34,16,58,106,117,0
198,34,108,106,156,179,16,26,117,16,188,34,106,1
198,106,34,16,118,140,26,179,34,128,16,106,117,1
16,34,179,106,198,21,26,53,150,34,106,117,16,0
16,106,198,179,154,26,34,191,34,117,12,106,16,0
160,168,106,34,198,26,179,16,16,117,105,106,34,1
34,106,179,26,4,63,198,16,34,16,106,159,117,1
26,198,34,185,16,106,162,179,117,167,16,106,34,0
34,16,75,130,26,106,179,198,117,153,106,16,34,0
179,198,106,40,34,26,160,16,16,34,1,106,117,1
175,34,106,198,16,85,179,26,34,16,117,76,106,1
179,26,34,21,106,16,92,198,34,117,182,106,16,1
179,16,106,26,153,34,198,148,106,117,124,16,34,0
179,37,26,106,198,123,16,34,34,106,16,77,117,0
106,114,26,179,198,16,34,2,34,106,117,80,16,1
179,25,16,74,34,198,26,106,16,20,117,106,34,0
34,82,179,106,16,198,105,26,117,34,56,106,16,1
179,188,26,106,198,137,34,16,34,16,181,117,106,1
68,188,26,106,198,16,34,179,201,16,106,117,34,0
106,26,24,198,179,154,16,34,117,16,106,103,34,0
198,16,34,118,111,26,106,179,16,150,34,106,117,1
164,34,198,106,16,26,179,37,117,206,34,106,16,0
106,179,16,34,26,198,178,110,125,16,106,117,34,1
34,106,26,121,179,194,16,198,9,106,117,34,16,0
16,156,106,148,34,179,198,26,117,106,16,104,34,1
198,26,109,16,34,179,106,199,63,117,106,16,34,0
26,34,198,16,176,179,106,118,34,106,55,117,16,0
198,91,187,34,106,179,26,16,34,117,106,103,16,1
179,34,26,106,65,206,16,198,187,117,16,106,34,0
179,34,181,16,24,106,198,26,106,117,197,34,16,0
201,16,26,34,106,179,198,113,34,106,117,19,16,1
187,26,16,198,34,23,179,106,117,16,34,72,106,1
144,26,188,179,106,198,16,34,122,106,16,34,117,0
16,106,26,179,178,129,198,34,106,117,34,16,89,1
198,106,16,26,34,179,96,185,34,16,18,106,117,1
106,16,26,198,183,34,179,109,36,117,106,16,34,1
16,26,198,34,45,106,148,179,16,106,117,34,100,1
34,121,16,10,179,26,106,198,114,34,106,117,16,1
34,198,179,86,26,16,106,178,117,106,16,34,33,1
26,34,106,35,179,198,16,40,106,58,34,16,117,0
26,34,16,106,66,198,179,192,106,181,117,16,34,1
26,156,34,179,16,198,106,141,106,34,16,117,92,0
198,106,26,82,16,78,34,179,34,16,117,56,106,1
26,106,34,16,198,51,138,179,106,117,36,16,34,0
175,198,106,116,26,34,16,179,34,16,78,117,106,1
198,26,106,34,17,179,16,79,117,136,34,16,106,1
60,16,198,34,179,100,106,26,16,117,106,167,34,0
179,34,1,24,106,198,16,26,34,117,201,106,16,0
34,198,106,26,16,180,179,0,117,105,16,34,106,1
34,198,179,106,188,26,16,70,34,16,117,55,106,0
26,34,106,179,16,198,48,127,106,34,117,189,16,0
106,26,198,34,136,179,141,16,62,106,34,16,117,0
26,16,106,198,179,138,34,66,106,117,134,34,16,1
34,105,172,106,16,179,26,198,106,117,66,34,16,0
179,156,126,106,34,198,26,16,181,34,16,117,106,1
179,65,26,16,34,106,183,198,117,16,106,34,208,1
16,106,179,84,34,26,94,198,34,206,106,117,16,0
198,179,106,16,178,26,85,34,117,16,106,101,34,1
34,153,106,151,179,198,16,26,16,117,106,34,154,1
179,16,207,106,34,26,211,198,16,193,106,34,117,1
16,26,34,10,198,179,106,170,117,41,16,34,106,1
186,146,34,106,179,198,16,26,101,16,34,106,117,0
26,16,34,179,88,198,75,106,16,117,106,34,32,0
16,104,112,26,34,106,179,198,16,34,106,117,75,1
106,122,179,16,27,198,34,26,117,16,34,154,106,1
26,205,106,179,198,16,34,114,106,16,117,104,34,1
16,198,179,42,26,34,106,20,117,34,106,37,16,1
198,34,26,106,16,159,112,179,106,34,43,16,117,0
26,16,34,106,179,213,192,198,122,16,117,106,34,1
198,106,197,169,26,16,179,34,117,66,16,34,106,1
7,198,106,179,26,34,16,27,32,106,34,117,16,1
14,106,34,26,16,77,179,198,204,106,34,117,16,1
26,179,80,34,106,16,86,198,66,106,117,16,34,0
34,83,26,108,198,106,16,179,106,34,117,1,16,1
179,198,193,16,34,162,26,106,117,124,34,106,16,0
34,106,198,179,26,9,115,16,117,34,16,106,156,0
63,121,16,26,34,198,179,106,154,106,117,16,34,1
179,26,198,34,45,16,157,106,117,106,34,16,180,0
124,34,157,198,26,106,16,179,117,32,16,106,34,1
26,179,88,198,34,106,204,16,106,133,16,34,117,1
26,34,198,95,179,16,106,19,33,34,16,106,117,1
179,16,34,26,198,106,196,189,106,16,117,199,34,1
37,79,179,198,26,106,34,16,34,16,106,117,122,0
34,160,106,179,48,26,198,16,16,197,117,106,34,0
26,179,97,51,16,106,34,198,16,106,34,117,213,0
39,197,34,26,198,179,106,16,34,16,106,188,117,1
106,34,16,179,198,26,42,20,117,16,106,207,34,0
34,24,179,106,16,198,178,26,106,117,34,16,136,1
16,34,179,106,26,126,45,198,17,106,117,16,34,0
198,12,106,70,34,26,16,179,117,106,34,16,36,0
34,103,198,26,179,3,16,106,67,117,16,106,34,1
16,94,34,26,106,179,93,198,34,106,168,117,16,1
198,16,34,26,106,179,150,52,34,106,66,16,117,0
167,198,26,179,34,106,42,16,37,34,106,16,117,1
16,34,163,106,25,198,179,26,106,75,34,16,117,1
179,39,16,198,34,106,26,104,106,34,18,117,16,0
26,93,198,34,103,106,16,179,25,34,16,117,106,1
26,34,179,16,198,106,168,21,117,16,106,136,34,1
16,14,198,34,179,26,106,36,16,34,92,117,106,0
179,96,198,34,26,16,101,106,212,117,16,34,106,0
145,106,179,198,34,122,26,16,16,34,204,106,117,1
179,166,16,34,26,198,106,6,16,201,34,117,106,0
62,141,34,198,16,106,179,26,34,187,117,106,16,0
16,83,93,34,198,179,106,26,62,16,117,106,34,1
179,42,198,106,159,16,34,26,16,106,117,80,34,0
34,105,49,179,16,106,198,26,34,117,33,106,16,0
26,106,179,16,198,18,34,209,106,34,193,16,117,0
193,106,26,34,179,98,198,16,207,117,34,16,106,0
142,106,198,48,179,34,16,26,117,16,208,106,34,1
179,103,26,16,34,198,191,106,193,34,106,16,117,0
106,7,198,16,34,179,102,26,34,16,124,117,106,0
169,179,16,106,34,125,26,198,16,106,34,159,117,1
16,26,106,65,179,34,198,125,34,188,117,106,16,0
26,75,179,106,210,198,34,16,34,103,106,117,16,0
179,26,34,210,16,106,198,208,25,117,106,34,16,1
71,197,179,106,34,26,16,198,101,16,106,117,34,1
179,198,71,26,16,106,34,213,17,34,106,117,16,1
198,92,16,26,34,106,179,172,16,34,106,51,117,1
26,34,187,16,173,179,106,198,16,106,117,34,18,1
106,179,26,185,16,198,30,34,16,106,117,154,34,1
26,179,192,106,34,183,16,198,117,106,5,34,16,1
51,179,16,106,44,34,198,26,117,34,16,106,206,0
106,26,198,121,16,34,1,179,34,33,106,16,117,0
106,23,26,182,198,34,179,16,101,34,106,117,16,0
26,198,118,106,34,179,16,23,106,117,34,16,152,1
179,16,34,129,106,83,26,198,18,34,16,106,117,1
101,106,16,179,26,198,131,34,34,106,117,16,194,1
53,106,34,16,198,179,147,26,34,106,12,16,117,0
16,198,34,136,31,179,106,26,89,34,106,16,117,0
16,194,179,26,106,145,34,198,16,20,117,106,34,0
34,179,198,26,176,16,208,106,186,34,117,106,16,1
